asset,year,region,installed,technology,capacity
0,2045,Kenya,2020,Biomass Power Plant,2.56550000000
0,2050,Kenya,2020,Biomass Power Plant,2.51420000000
0,2054,Kenya,2020,Biomass Power Plant,2.09520000000
0,2055,Kenya,2020,Biomass Power Plant,1.99040000000
0,2059,Kenya,2020,Biomass Power Plant,1.57140000000
0,2060,Kenya,2020,Biomass Power Plant,1.46660000000
0,2064,Kenya,2020,Biomass Power Plant,1.04760000000
0,2065,Kenya,2020,Biomass Power Plant,0.94280000000
0,2069,Kenya,2020,Biomass Power Plant,0.52380000000
0,2070,Kenya,2020,Biomass Power Plant,0.41900000000
1,2045,Kenya,2020,Geothermal Power Plant,11.94400000000
1,2050,Kenya,2020,Geothermal Power Plant,11.70520000000
1,2054,Kenya,2020,Geothermal Power Plant,9.75430000000
1,2055,Kenya,2020,Geothermal Power Plant,9.26660000000
1,2059,Kenya,2020,Geothermal Power Plant,7.31570000000
1,2060,Kenya,2020,Geothermal Power Plant,6.82800000000
1,2064,Kenya,2020,Geothermal Power Plant,4.87710000000
1,2065,Kenya,2020,Geothermal Power Plant,4.38940000000
1,2069,Kenya,2020,Geothermal Power Plant,2.43860000000
1,2070,Kenya,2020,Geothermal Power Plant,1.95090000000
2,2045,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),14.22450000000
2,2050,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),13.94000000000
2,2054,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),11.61670000000
2,2055,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),11.03590000000
2,2059,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),8.71250000000
2,2060,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),8.13170000000
2,2064,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),5.80830000000
2,2065,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),5.22750000000
2,2069,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),2.90420000000
2,2070,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),2.32330000000
3,2045,Kenya,2020,Light Fuel Oil Power Plant,8.19550000000
3,2050,Kenya,2020,Light Fuel Oil Power Plant,8.03160000000
3,2054,Kenya,2020,Light Fuel Oil Power Plant,6.69300000000
3,2055,Kenya,2020,Light Fuel Oil Power Plant,6.35830000000
3,2059,Kenya,2020,Light Fuel Oil Power Plant,5.01970000000
3,2060,Kenya,2020,Light Fuel Oil Power Plant,4.68510000000
3,2064,Kenya,2020,Light Fuel Oil Power Plant,3.34650000000
3,2065,Kenya,2020,Light Fuel Oil Power Plant,3.01180000000
3,2069,Kenya,2020,Light Fuel Oil Power Plant,1.67320000000
3,2070,Kenya,2020,Light Fuel Oil Power Plant,1.33860000000
4,2045,Kenya,2020,Medium Hydropower Plant (10-100MW),1190.49550000000
4,2050,Kenya,2020,Medium Hydropower Plant (10-100MW),1190.35360000000
4,2054,Kenya,2020,Medium Hydropower Plant (10-100MW),1189.19520000000
4,2055,Kenya,2020,Medium Hydropower Plant (10-100MW),1188.90560000000
4,2059,Kenya,2020,Medium Hydropower Plant (10-100MW),1187.74720000000
4,2060,Kenya,2020,Medium Hydropower Plant (10-100MW),1187.45760000000
4,2064,Kenya,2020,Medium Hydropower Plant (10-100MW),1186.29920000000
4,2065,Kenya,2020,Medium Hydropower Plant (10-100MW),1186.00960000000
4,2069,Kenya,2020,Medium Hydropower Plant (10-100MW),1184.85120000000
4,2070,Kenya,2020,Medium Hydropower Plant (10-100MW),1184.56160000000
4,2074,Kenya,2020,Medium Hydropower Plant (10-100MW),1183.40320000000
5,2045,Kenya,2020,Oil Fired Gas Turbine (SCGT),12.74220000000
5,2050,Kenya,2020,Oil Fired Gas Turbine (SCGT),12.48740000000
5,2054,Kenya,2020,Oil Fired Gas Turbine (SCGT),10.40610000000
5,2055,Kenya,2020,Oil Fired Gas Turbine (SCGT),9.88580000000
5,2059,Kenya,2020,Oil Fired Gas Turbine (SCGT),7.80460000000
5,2060,Kenya,2020,Oil Fired Gas Turbine (SCGT),7.28430000000
5,2064,Kenya,2020,Oil Fired Gas Turbine (SCGT),5.20310000000
5,2065,Kenya,2020,Oil Fired Gas Turbine (SCGT),4.68280000000
5,2069,Kenya,2020,Oil Fired Gas Turbine (SCGT),2.60150000000
5,2070,Kenya,2020,Oil Fired Gas Turbine (SCGT),2.08120000000
6,2045,Kenya,2020,Onshore Wind,8.83690000000
6,2050,Kenya,2020,Onshore Wind,8.66010000000
6,2054,Kenya,2020,Onshore Wind,7.21680000000
6,2055,Kenya,2020,Onshore Wind,6.85590000000
6,2059,Kenya,2020,Onshore Wind,5.41260000000
6,2060,Kenya,2020,Onshore Wind,5.05170000000
6,2064,Kenya,2020,Onshore Wind,3.60840000000
6,2065,Kenya,2020,Onshore Wind,3.24760000000
6,2069,Kenya,2020,Onshore Wind,1.80420000000
6,2070,Kenya,2020,Onshore Wind,1.44340000000
7,2045,Kenya,2020,Solar PV (Distributed with Storage),1.07870000000
7,2050,Kenya,2020,Solar PV (Distributed with Storage),1.05710000000
7,2054,Kenya,2020,Solar PV (Distributed with Storage),0.88090000000
7,2055,Kenya,2020,Solar PV (Distributed with Storage),0.83690000000
7,2059,Kenya,2020,Solar PV (Distributed with Storage),0.66070000000
7,2060,Kenya,2020,Solar PV (Distributed with Storage),0.61660000000
7,2064,Kenya,2020,Solar PV (Distributed with Storage),0.44050000000
7,2065,Kenya,2020,Solar PV (Distributed with Storage),0.39640000000
7,2069,Kenya,2020,Solar PV (Distributed with Storage),0.22020000000
7,2070,Kenya,2020,Solar PV (Distributed with Storage),0.17620000000
8,2045,Kenya,2020,Solar PV (Utility),0.68410000000
8,2050,Kenya,2020,Solar PV (Utility),0.67050000000
8,2054,Kenya,2020,Solar PV (Utility),0.55870000000
8,2055,Kenya,2020,Solar PV (Utility),0.53080000000
8,2059,Kenya,2020,Solar PV (Utility),0.41900000000
