,commodity,region,technology,year,supply
0,electricity,Kenya,Biomass Power Plant,2025,6.81180000000
1,electricity,Kenya,Biomass Power Plant,2030,4.08710000000
2,electricity,Kenya,Geothermal Power Plant,2025,315.91670000000
3,electricity,Kenya,Geothermal Power Plant,2030,295.87430000000
4,electricity,Kenya,Geothermal Power Plant,2030,223.45620000000
5,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2025,36.20570000000
6,electricity,Kenya,Large Hydropower Plant (Dam) (>100MW),2030,21.72340000000
7,electricity,Kenya,Light Fuel Oil Power Plant,2025,34.81570000000
8,electricity,Kenya,Light Fuel Oil Power Plant,2030,20.88940000000
9,electricity,Kenya,Medium Hydropower Plant (10-100MW),2025,18.05210000000
10,electricity,Kenya,Medium Hydropower Plant (10-100MW),2030,10.83120000000
11,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2025,54.13090000000
12,electricity,Kenya,Oil Fired Gas Turbine (SCGT),2030,32.47850000000
13,electricity,Kenya,Onshore Wind,2025,9.25230000000
14,electricity,Kenya,Onshore Wind,2030,5.55140000000
15,electricity,Kenya,Solar PV (Distributed with Storage),2025,1.05670000000
16,electricity,Kenya,Solar PV (Distributed with Storage),2030,0.63400000000
17,electricity,Kenya,Solar PV (Utility),2025,0.57450000000
18,electricity,Kenya,Solar PV (Utility),2030,0.34470000000
