asset,year,region,installed,technology,capacity
0,2050,Kenya,2020,Biomass Power Plant,7.83470000000
0,2053,Kenya,2020,Biomass Power Plant,7.73540000000
0,2054,Kenya,2020,Biomass Power Plant,7.70230000000
1,2050,Kenya,2020,CSP with Storage,65.97040000000
1,2053,Kenya,2020,CSP with Storage,65.97040000000
1,2054,Kenya,2020,CSP with Storage,65.97040000000
2,2050,Kenya,2020,CSP without Storage,41.26480000000
2,2053,Kenya,2020,CSP without Storage,41.26480000000
2,2054,Kenya,2020,CSP without Storage,41.26480000000
3,2050,Kenya,2020,Geothermal Power Plant,0.61650000000
3,2053,Kenya,2020,Geothermal Power Plant,0.15410000000
4,2050,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),58.48110000000
4,2053,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.93040000000
4,2054,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2055,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2058,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2059,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2060,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2063,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2064,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2065,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2068,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2069,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2070,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2073,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
4,2074,Kenya,2020,Large Hydropower Plant (Dam) (>100MW),57.74690000000
5,2050,Kenya,2020,Light Fuel Oil Power Plant,0.42300000000
5,2053,Kenya,2020,Light Fuel Oil Power Plant,0.10580000000
6,2050,Kenya,2020,Medium Hydropower Plant (10-100MW),63.61680000000
6,2053,Kenya,2020,Medium Hydropower Plant (10-100MW),63.34220000000
6,2054,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2055,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2058,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2059,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2060,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2063,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2064,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2065,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2068,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2069,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2070,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2073,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
6,2074,Kenya,2020,Medium Hydropower Plant (10-100MW),63.25070000000
8,2050,Kenya,2020,Oil Fired Gas Turbine (SCGT),0.65770000000
8,2053,Kenya,2020,Oil Fired Gas Turbine (SCGT),0.16440000000
9,2050,Kenya,2020,Onshore Wind,0.45610000000
9,2053,Kenya,2020,Onshore Wind,0.11400000000
10,2050,Kenya,2020,Solar PV (Distributed with Storage),0.05570000000
10,2053,Kenya,2020,Solar PV (Distributed with Storage),0.01390000000
11,2050,Kenya,2020,Solar PV (Utility),0.03530000000
11,2053,Kenya,2020,Solar PV (Utility),0.00880000000
12,2050,Kenya,2025,Biomass Power Plant,89.99230000000
12,2053,Kenya,2025,Biomass Power Plant,89.99230000000
12,2054,Kenya,2025,Biomass Power Plant,89.99230000000
12,2055,Kenya,2025,Biomass Power Plant,89.99230000000
12,2058,Kenya,2025,Biomass Power Plant,89.99230000000
12,2059,Kenya,2025,Biomass Power Plant,89.99230000000
13,2050,Kenya,2025,CSP with Storage,57.29320000000
13,2053,Kenya,2025,CSP with Storage,57.29320000000
13,2054,Kenya,2025,CSP with Storage,57.29320000000
13,2055,Kenya,2025,CSP with Storage,57.29320000000
13,2058,Kenya,2025,CSP with Storage,57.29320000000
13,2059,Kenya,2025,CSP with Storage,57.29320000000
14,2050,Kenya,2025,Geothermal Power Plant,101.98030000000
14,2053,Kenya,2025,Geothermal Power Plant,101.98030000000
14,2054,Kenya,2025,Geothermal Power Plant,101.98030000000
15,2050,Kenya,2025,Large Hydropower Plant (Dam) (>100MW),50.03310000000
15,2053,Kenya,2025,Large Hydropower Plant (Dam) (>100MW),50.03310000000
15,2054,Kenya,2025,Large Hydropower Plant (Dam) (>100MW),50.03310000000
