asset,year,region,technology,installed,capacity
0,2045,Kenya,Biomass Power Plant,2020,0.47700000000
0,2049,Kenya,Biomass Power Plant,2020,0.36250000000
0,2050,Kenya,Biomass Power Plant,2020,0.33390000000
1,2045,Kenya,Biomass Power Plant,2030,27.75480000000
1,2049,Kenya,Biomass Power Plant,2030,27.75480000000
1,2050,Kenya,Biomass Power Plant,2030,27.75480000000
1,2054,Kenya,Biomass Power Plant,2030,27.75480000000
1,2055,Kenya,Biomass Power Plant,2030,27.75480000000
1,2059,Kenya,Biomass Power Plant,2030,27.75480000000
1,2060,Kenya,Biomass Power Plant,2030,27.75480000000
1,2064,Kenya,Biomass Power Plant,2030,27.75480000000
2,2045,Kenya,Biomass Power Plant,2035,15.63010000000
2,2049,Kenya,Biomass Power Plant,2035,15.63010000000
2,2050,Kenya,Biomass Power Plant,2035,15.63010000000
2,2054,Kenya,Biomass Power Plant,2035,15.63010000000
2,2055,Kenya,Biomass Power Plant,2035,15.63010000000
2,2059,Kenya,Biomass Power Plant,2035,15.63010000000
2,2060,Kenya,Biomass Power Plant,2035,15.63010000000
2,2064,Kenya,Biomass Power Plant,2035,15.63010000000
2,2065,Kenya,Biomass Power Plant,2035,15.63010000000
2,2069,Kenya,Biomass Power Plant,2035,15.63010000000
3,2045,Kenya,Biomass Power Plant,2040,12.16630000000
3,2049,Kenya,Biomass Power Plant,2040,12.16630000000
3,2050,Kenya,Biomass Power Plant,2040,12.16630000000
3,2054,Kenya,Biomass Power Plant,2040,12.16630000000
3,2055,Kenya,Biomass Power Plant,2040,12.16630000000
3,2059,Kenya,Biomass Power Plant,2040,12.16630000000
3,2060,Kenya,Biomass Power Plant,2040,12.16630000000
3,2064,Kenya,Biomass Power Plant,2040,12.16630000000
3,2065,Kenya,Biomass Power Plant,2040,12.16630000000
3,2069,Kenya,Biomass Power Plant,2040,12.16630000000
3,2070,Kenya,Biomass Power Plant,2040,12.16630000000
3,2074,Kenya,Biomass Power Plant,2040,12.16630000000
4,2050,Kenya,Biomass Power Plant,2045,40.71780000000
4,2054,Kenya,Biomass Power Plant,2045,40.71780000000
4,2055,Kenya,Biomass Power Plant,2045,40.71780000000
4,2059,Kenya,Biomass Power Plant,2045,40.71780000000
4,2060,Kenya,Biomass Power Plant,2045,40.71780000000
4,2064,Kenya,Biomass Power Plant,2045,40.71780000000
4,2065,Kenya,Biomass Power Plant,2045,40.71780000000
4,2069,Kenya,Biomass Power Plant,2045,40.71780000000
4,2070,Kenya,Biomass Power Plant,2045,40.71780000000
4,2074,Kenya,Biomass Power Plant,2045,40.71780000000
4,2075,Kenya,Biomass Power Plant,2045,40.71780000000
4,2079,Kenya,Biomass Power Plant,2045,40.71780000000
5,2045,Kenya,Coal Power Plant,2035,1.46470000000
5,2049,Kenya,Coal Power Plant,2035,1.46470000000
5,2050,Kenya,Coal Power Plant,2035,1.46470000000
5,2054,Kenya,Coal Power Plant,2035,1.46470000000
5,2055,Kenya,Coal Power Plant,2035,1.46470000000
5,2059,Kenya,Coal Power Plant,2035,1.46470000000
5,2060,Kenya,Coal Power Plant,2035,1.46470000000
5,2064,Kenya,Coal Power Plant,2035,1.46470000000
5,2065,Kenya,Coal Power Plant,2035,1.46470000000
5,2069,Kenya,Coal Power Plant,2035,1.46470000000
5,2070,Kenya,Coal Power Plant,2035,1.46470000000
5,2074,Kenya,Coal Power Plant,2035,1.46470000000
6,2045,Kenya,Coal Power Plant,2040,42.52370000000
6,2049,Kenya,Coal Power Plant,2040,42.52370000000
6,2050,Kenya,Coal Power Plant,2040,42.52370000000
6,2054,Kenya,Coal Power Plant,2040,42.52370000000
6,2055,Kenya,Coal Power Plant,2040,42.52370000000
6,2059,Kenya,Coal Power Plant,2040,42.52370000000
6,2060,Kenya,Coal Power Plant,2040,42.52370000000
6,2064,Kenya,Coal Power Plant,2040,42.52370000000
6,2065,Kenya,Coal Power Plant,2040,42.52370000000
6,2069,Kenya,Coal Power Plant,2040,42.52370000000
6,2070,Kenya,Coal Power Plant,2040,42.52370000000
6,2074,Kenya,Coal Power Plant,2040,42.52370000000
6,2075,Kenya,Coal Power Plant,2040,42.52370000000
6,2079,Kenya,Coal Power Plant,2040,42.52370000000
